mq2,mq3,mq4,mq6,mq7,mq8,mq9,mq135,presence
161,273,393,433,478,472,539,550,0
160,274,392,432,477,472,539,549,0
160,273,393,432,478,478,539,550,0
161,273,393,432,477,469,540,550,0
161,274,393,432,477,471,539,550,0
160,274,393,432,477,479,539,550,0
161,274,393,432,478,468,539,550,0
160,273,393,432,477,471,539,549,0
160,274,393,432,478,477,539,549,0
160,273,393,432,477,468,539,549,0
160,274,393,433,477,476,539,549,0
160,273,393,432,477,469,539,549,0
160,274,393,432,477,471,539,550,0
160,273,393,432,477,478,539,550,0
160,273,393,432,477,468,539,550,0
160,273,393,432,477,471,539,549,0
160,273,393,432,477,478,539,549,0
160,273,393,432,477,468,539,549,0
160,273,393,432,477,470,539,549,0
160,273,392,432,477,476,539,549,0
159,273,393,432,477,470,539,549,0
160,273,392,432,477,477,539,549,0
160,273,393,432,477,469,539,549,0
160,273,393,432,477,471,539,549,0
160,273,393,432,477,478,539,549,0
160,273,393,432,477,468,539,549,0
159,273,392,432,477,470,539,549,0
159,273,392,431,477,478,538,549,0
159,273,392,432,477,468,538,549,0
159,273,392,431,477,470,539,549,0
159,273,392,431,477,471,539,548,0
160,273,392,432,477,470,539,549,0
160,273,392,431,477,477,538,549,0
159,273,393,432,477,468,538,548,0
159,273,392,431,476,470,538,549,0
159,272,393,431,476,478,538,548,0
159,273,392,431,477,467,538,548,0
159,273,392,431,476,470,538,549,0
159,273,392,432,477,476,538,548,0
159,273,392,431,477,468,538,549,0
159,273,392,431,476,476,538,549,0
159,273,392,431,476,468,538,549,0
159,273,392,431,476,470,538,549,0
159,273,392,431,476,477,538,549,0
159,273,392,431,476,467,538,548,0
159,273,392,431,476,470,538,548,0
159,273,392,431,476,477,538,548,0
159,272,392,431,476,467,537,549,0
159,273,392,431,476,469,538,549,0
159,273,392,431,476,475,537,548,0
159,273,392,431,476,470,538,548,0
159,273,392,431,476,477,538,548,0
159,273,392,431,476,468,538,549,0
159,273,392,431,476,470,538,548,0
159,273,392,431,476,477,537,548,0
159,273,392,431,476,467,537,548,0
158,273,392,431,476,469,538,548,0
158,273,392,431,476,476,538,548,0
159,273,392,431,476,467,537,548,0
159,273,392,431,476,469,537,548,0
158,273,392,431,475,470,537,548,0
159,273,392,431,475,470,537,548,0
158,273,392,431,476,476,538,548,0
158,273,392,431,476,467,537,548,0
158,273,392,431,476,469,537,548,0
158,272,392,431,476,477,537,548,0
158,273,392,431,476,467,537,548,0
158,273,392,431,475,469,537,548,0
158,273,392,431,475,475,537,548,0
158,273,392,431,475,468,537,548,0
159,273,391,431,476,474,537,548,0
158,273,392,431,475,467,537,548,0
158,273,391,431,475,469,537,548,0
158,272,392,431,476,476,537,548,0
158,272,392,431,475,467,537,548,0
158,272,392,431,475,469,536,548,0
158,273,392,430,475,476,537,548,0
159,273,391,431,476,466,537,548,0
158,273,392,431,475,468,537,548,0
158,273,392,430,475,474,537,548,0
158,273,391,431,475,469,537,548,0
158,272,391,430,475,476,537,548,0
158,273,391,430,475,467,537,548,0
158,272,391,430,475,469,536,548,0
158,272,391,430,475,476,536,548,0
158,273,392,430,475,466,536,547,0
157,273,391,430,475,469,536,547,0
157,272,391,430,475,475,537,548,0
158,272,391,430,475,467,537,547,0
157,273,391,430,475,468,536,548,0
157,272,391,430,474,468,536,547,0
157,273,392,430,475,469,536,547,0
157,273,391,430,475,476,536,547,0
157,272,391,430,475,466,536,547,0
157,272,391,430,475,468,536,547,0
157,272,391,430,475,475,536,547,0
157,272,391,430,475,466,536,547,0
157,272,392,430,474,467,536,547,0
157,272,391,430,475,474,536,547,0
157,272,391,430,475,467,536,547,0
157,273,391,430,475,474,536,547,0
157,273,391,430,475,466,536,547,0
157,272,391,430,474,469,536,547,0
157,272,391,430,475,476,535,547,0
157,273,391,430,474,466,536,547,0
157,272,391,430,475,468,536,547,0
156,273,392,430,474,475,536,547,0
157,273,391,430,474,466,536,547,0
157,272,391,430,475,467,536,547,0
157,272,391,430,474,473,536,547,0
157,272,391,429,474,468,535,547,0
157,272,391,430,474,475,536,547,0
156,272,391,430,474,466,535,547,0
157,272,391,430,474,468,535,547,0
157,272,391,429,474,475,535,547,0
156,272,391,430,474,465,535,547,0
156,272,391,430,474,468,535,547,0
157,272,391,430,474,474,535,547,0
156,272,391,430,474,466,535,547,0
157,272,391,429,474,467,535,547,0
157,272,391,429,474,467,535,547,0
156,273,391,430,474,468,535,546,0
156,272,391,429,474,475,535,547,0
156,272,391,429,474,465,535,546,0
156,272,391,430,474,467,535,547,0
156,272,391,430,474,475,535,547,0
156,272,391,429,474,465,535,546,0
156,272,390,429,474,467,535,546,0
156,272,390,429,473,473,535,546,0
156,272,391,429,474,466,535,547,0
156,272,390,429,474,473,535,546,0
156,272,391,429,473,465,535,546,0
155,272,390,429,474,468,535,546,0
156,272,391,429,474,475,535,546,0
156,272,390,429,474,465,535,546,0
156,272,391,429,473,467,535,546,0
155,272,391,429,474,474,535,546,0
156,272,391,429,473,465,535,546,0
155,272,390,429,473,467,535,546,0
155,272,391,429,473,473,535,546,0
156,271,390,429,473,467,535,546,0
155,272,390,429,473,474,534,546,0
156,272,390,429,473,465,534,546,0
155,272,390,429,473,467,534,546,0
156,272,390,429,474,475,534,546,0
155,272,390,429,473,464,534,546,0
155,272,391,429,473,467,534,546,0
156,272,390,429,473,474,534,547,0
155,272,390,429,473,464,534,546,0
155,272,390,429,473,466,534,546,0
156,272,390,429,473,467,534,546,0
155,272,390,429,473,467,534,546,0
155,272,390,429,473,474,534,546,0
155,271,390,428,473,464,534,546,0
155,272,390,429,473,467,534,546,0
155,272,390,429,473,474,534,546,0
155,272,390,428,473,464,534,545,0
155,271,390,429,473,466,534,546,0
154,271,390,429,473,473,534,546,0
154,271,390,429,472,464,534,546,0
154,272,390,428,473,472,534,546,0
155,271,390,428,473,465,534,546,0
154,272,390,428,473,467,534,545,0
155,272,390,429,473,473,534,546,0
154,271,390,428,473,464,534,546,0
154,272,390,429,473,467,534,546,0
154,272,390,428,472,474,533,546,0
155,272,390,429,473,464,534,546,0
154,272,390,428,473,466,533,546,0
154,271,390,429,473,472,534,546,0
154,271,390,428,473,466,534,545,0
154,271,390,428,472,473,534,546,0
154,271,390,428,472,465,533,546,0
154,271,390,428,473,466,533,545,0
154,271,390,428,473,473,533,546,0
154,271,390,429,472,464,533,545,0
154,271,390,428,472,466,533,545,0
154,272,390,428,472,473,534,545,0
154,272,390,428,472,463,533,545,0
155,271,390,429,472,466,533,546,0
154,272,390,428,472,467,534,545,0
154,271,390,428,472,467,533,545,0
154,271,390,428,472,473,533,545,0
154,271,389,428,472,464,533,545,0
154,271,390,428,472,466,533,545,0
154,272,389,428,472,473,533,545,0
154,272,390,428,472,463,533,545,0
153,271,390,428,472,466,533,545,0
153,271,390,428,472,473,534,546,0
154,271,390,428,472,463,533,545,0
154,271,389,428,472,471,533,545,0
154,271,389,428,472,465,533,545,0
154,271,390,428,472,466,533,545,0
153,271,390,427,472,473,533,545,0
153,271,389,428,472,464,533,545,0
153,271,390,428,472,466,533,545,0
154,271,390,428,471,473,533,545,0
154,271,390,428,471,463,533,545,0
153,271,389,428,472,465,533,545,0
153,271,389,427,471,472,533,545,0
153,271,389,428,472,465,532,545,0
153,271,389,427,472,471,532,545,0
153,271,389,427,471,464,533,545,0
153,271,389,428,472,465,532,544,0
153,271,389,427,472,472,532,545,0
153,271,389,427,471,463,533,545,0
153,271,389,427,471,466,532,545,0
153,271,389,428,472,473,533,545,0
153,271,390,427,471,463,532,545,0
152,270,389,428,471,465,532,544,0
153,271,389,428,471,466,532,544,0
153,271,389,428,472,465,532,544,0
152,271,389,427,471,471,532,545,0
153,271,390,428,471,463,532,544,0
152,271,389,427,471,465,533,544,0
153,270,389,427,472,472,532,544,0
153,271,389,427,471,463,532,544,0
152,270,389,427,471,465,532,545,0
153,270,389,427,471,472,532,545,0
153,271,389,427,471,462,532,544,0
152,271,389,428,471,469,532,545,0
153,271,389,427,471,464,532,544,0
152,271,388,427,471,465,531,545,0
152,271,389,428,471,471,532,544,0
153,271,389,427,471,463,531,544,0
153,271,389,427,471,465,531,544,0
152,271,388,427,471,472,532,544,0
152,271,389,427,471,462,532,544,0
152,271,389,427,471,465,531,544,0
152,270,389,427,471,471,532,544,0
152,271,388,427,471,464,532,544,0
151,271,389,427,470,470,531,544,0
152,270,389,427,471,464,531,544,0
152,271,388,427,471,465,532,544,0
152,271,389,427,471,471,531,544,0
152,270,388,427,471,463,531,544,0
152,270,388,427,471,465,531,544,0
152,270,389,426,471,472,532,544,0
152,271,388,427,470,461,531,544,0
152,271,388,426,471,464,531,544,0
170,217,399,438,467,459,519,560,0
170,194,399,438,468,460,519,561,0
169,197,399,439,467,459,518,559,0
169,187,399,439,468,458,518,559,0
169,190,399,438,467,459,518,560,0
170,197,400,439,467,459,518,559,0
169,190,400,439,468,459,518,559,0
170,189,400,439,468,459,518,560,0
170,193,400,439,467,459,519,560,0
170,194,400,439,467,459,517,559,0
169,188,399,439,467,459,518,560,0
169,191,399,438,466,458,517,558,0
169,190,400,439,466,459,517,559,0
169,195,400,439,467,458,517,559,0
169,191,400,439,467,458,518,559,0
169,189,399,439,468,460,518,560,0
169,192,400,439,468,460,518,560,0
168,196,400,439,468,459,518,560,0
169,188,400,439,468,460,519,561,0
169,189,400,439,468,460,519,560,0
169,197,399,439,468,459,518,560,0
169,194,400,439,468,460,518,561,0
169,192,399,439,468,460,519,560,0
169,188,399,439,468,459,518,561,0
169,190,399,439,468,460,518,560,0
168,195,399,439,468,459,518,560,0
168,187,399,438,468,459,518,560,0
168,189,399,438,468,459,518,560,0
168,196,399,439,468,459,518,560,0
168,186,399,438,468,460,519,560,0
169,189,399,438,467,460,518,560,0
168,191,399,439,468,460,518,560,0
168,190,399,439,468,459,518,560,0
168,194,399,438,467,459,518,560,0
168,186,399,438,467,460,518,560,0
168,188,399,438,467,459,518,560,0
168,196,399,439,468,459,518,560,0
168,186,399,438,467,459,518,560,0
168,189,399,439,467,459,518,559,0
168,196,399,439,467,459,518,560,0
168,188,399,438,467,459,518,560,0
167,196,399,438,467,459,518,560,0
168,186,399,438,467,459,517,559,0
168,188,399,438,467,460,517,560,0
168,195,399,438,467,459,517,560,0
167,186,399,438,467,460,518,560,0
167,189,399,438,467,459,518,560,0
167,195,399,437,467,459,518,560,0
167,189,399,437,467,459,518,560,0
167,188,398,437,467,459,517,559,0
167,192,399,437,467,459,517,560,0
168,189,399,437,467,459,517,560,0
168,197,398,437,467,459,517,559,0
167,188,399,438,467,459,517,559,0
167,187,399,437,467,459,517,559,0
167,193,398,437,467,459,517,560,0
167,190,399,438,467,459,517,559,0
166,188,398,437,467,459,517,559,0
167,190,398,437,467,459,517,559,0
167,194,399,437,467,459,517,559,0
167,189,398,437,467,459,517,559,0
167,188,398,437,467,459,517,559,0
166,189,398,437,466,459,517,559,0
167,193,398,437,467,459,517,559,0
166,190,398,437,466,459,517,559,0
167,188,398,437,466,459,517,559,0
166,190,398,437,467,459,517,559,0
166,193,399,437,466,459,517,559,0
167,187,398,437,467,459,516,559,0
166,187,398,437,466,459,517,559,0
167,193,398,437,467,459,517,559,0
166,194,398,437,467,459,517,559,0
166,189,398,437,466,459,517,559,0
166,188,398,437,466,459,516,559,0
166,189,398,437,466,459,517,559,0
166,192,398,437,466,459,517,559,0
166,186,398,437,466,459,517,559,0
166,187,398,437,466,459,516,559,0
167,193,398,437,466,459,517,559,0
166,185,398,437,466,459,516,558,0
166,187,398,437,466,459,516,559,0
166,190,398,437,466,459,516,558,0
165,189,397,437,466,459,516,559,0
165,192,398,437,466,459,516,558,0
166,186,397,437,466,459,516,558,0
166,186,397,437,466,459,516,559,0
165,193,398,437,466,459,516,558,0
166,184,397,437,466,459,516,558,0
165,187,398,437,466,459,516,559,0
166,194,397,438,466,459,516,558,0
165,184,398,437,466,459,516,558,0
165,193,397,437,466,459,516,558,0
165,185,397,437,466,458,516,558,0
165,186,397,437,466,459,516,558,0
165,193,397,438,466,459,516,558,0
165,184,397,437,465,458,516,558,0
165,186,397,437,466,459,516,558,0
166,193,398,437,466,459,516,558,0
165,184,397,437,466,459,516,558,0
165,187,397,437,465,458,515,558,0
165,193,397,437,466,459,516,558,0
165,187,397,437,465,459,515,558,0
165,192,397,437,465,459,516,557,0
165,183,397,437,465,458,515,558,0
164,186,397,437,465,458,515,558,0
165,193,397,437,465,458,515,557,0
164,183,398,437,465,458,515,558,0
165,186,397,437,465,458,515,558,0
165,193,397,437,465,458,515,557,0
164,186,397,436,465,459,515,558,0
165,186,397,437,465,458,515,558,0
165,186,397,436,465,458,515,558,0
164,186,397,436,465,458,515,558,0
164,193,396,436,465,458,515,557,0
164,183,396,436,465,458,515,558,0
164,186,397,436,465,458,515,558,0
164,193,397,436,465,458,515,557,0
164,185,396,436,465,459,515,558,0
164,186,397,436,465,458,515,558,0
164,192,396,436,465,459,515,557,0
164,187,396,436,465,459,514,557,0
164,193,397,436,465,458,515,557,0
164,183,397,436,465,458,515,557,0
164,185,397,436,465,458,515,557,0
164,193,397,436,465,458,515,557,0
164,183,396,436,465,458,515,557,0
164,186,396,436,465,458,514,557,0
164,192,397,436,464,458,514,557,0
164,185,397,436,464,458,514,557,0
164,185,397,436,464,458,515,557,0
164,190,396,436,465,458,514,557,0
164,187,396,436,465,458,514,557,0
163,192,397,436,464,458,515,557,0
163,182,396,435,465,458,514,557,0
164,185,396,436,464,459,515,557,0
163,192,397,436,464,458,514,557,0
163,184,396,436,464,458,514,557,0
163,185,396,435,465,458,514,557,0
163,190,396,435,465,458,514,557,0
163,186,396,436,465,458,514,557,0
163,185,396,435,464,458,514,557,0
163,184,396,436,464,458,514,557,0
163,185,396,436,465,458,514,557,0
163,192,396,436,464,458,514,556,0
163,183,396,436,464,459,514,557,0
163,184,395,435,464,458,514,557,0
163,191,396,435,464,458,514,556,0
163,185,396,435,464,458,514,556,0
163,185,396,436,464,458,514,557,0
163,189,396,436,464,458,514,556,0
163,187,396,436,464,458,514,557,0
162,192,395,436,464,458,513,556,0
162,182,396,436,464,459,514,557,0
163,185,396,436,464,458,514,556,0
162,192,396,436,464,458,513,556,0
163,183,396,436,464,458,514,556,0
162,184,396,435,464,458,513,556,0
162,190,396,436,464,457,513,556,0
162,186,396,436,464,458,513,556,0
162,184,396,435,463,458,513,556,0
162,187,396,435,464,458,513,556,0
162,186,395,435,463,458,513,556,0
163,192,396,435,463,458,513,556,0
162,182,396,435,464,458,513,556,0
162,184,395,435,463,458,513,556,0
162,190,396,435,463,457,513,556,0
162,184,396,435,463,458,513,556,0
162,184,395,435,463,458,513,556,0
162,189,396,435,463,458,513,556,0
162,186,395,435,463,458,513,556,0
161,184,395,435,463,458,513,556,0
161,183,396,435,463,458,513,555,0
162,184,395,435,463,457,513,556,0
162,191,396,435,463,457,513,556,0
162,182,395,435,464,458,512,556,0
162,183,395,434,463,457,512,556,0
162,190,395,435,463,458,513,556,0
162,184,395,435,463,458,513,556,0
162,183,395,435,463,458,513,556,0
161,188,395,435,463,457,512,556,0
161,186,396,435,463,458,513,556,0
161,191,395,434,463,458,513,556,0
161,180,395,435,463,457,512,556,0
161,183,395,434,463,458,512,556,0
161,190,395,435,463,457,512,555,0
161,182,395,435,463,458,512,555,0
161,183,395,435,463,457,512,555,0
161,189,395,434,463,457,512,556,0
161,185,395,435,463,458,513,556,0
161,183,395,434,463,457,512,556,0
161,186,395,434,463,457,512,555,0
161,184,395,435,463,457,512,555,0
161,190,394,434,463,457,512,556,0
160,180,395,434,462,458,512,555,0
161,183,395,434,462,457,512,555,0
161,190,395,434,463,457,512,555,0
161,183,395,435,462,457,512,555,0
161,183,395,435,462,457,512,555,0
160,187,395,434,462,457,512,555,0
160,185,395,435,462,457,512,555,0
161,182,395,435,462,457,511,555,0
160,182,395,434,462,457,512,555,0
160,183,394,435,462,457,512,555,0
160,190,395,434,462,458,511,555,0
160,181,394,435,462,457,512,555,0
160,183,394,434,462,457,511,555,0
160,189,394,434,462,458,511,555,0
160,183,395,434,462,458,511,555,0
160,182,394,434,462,457,511,554,0
160,187,395,434,462,457,511,555,0
160,185,394,434,462,457,511,555,0
160,190,394,435,462,457,511,555,0
160,179,394,434,462,457,511,555,0
160,182,394,434,462,457,511,555,0
160,189,394,434,462,457,511,554,0
160,181,394,434,462,457,511,554,0
159,182,394,434,462,457,511,555,0
160,188,394,434,462,457,511,554,0
160,183,394,434,462,457,511,554,0
160,182,394,433,462,457,511,554,0
159,185,394,434,462,457,511,554,0
159,183,395,434,462,457,511,555,0
159,189,394,433,462,457,511,555,0
159,179,394,433,462,457,511,555,0
159,182,394,434,461,457,511,554,0
160,189,394,433,462,457,511,555,0
160,181,394,434,462,457,511,554,0
159,182,394,434,461,457,511,554,0
159,187,394,433,462,457,511,554,0
159,183,394,433,461,457,510,554,0
159,181,394,433,462,457,511,554,0
159,181,394,434,461,457,511,554,0
159,181,394,433,462,457,511,554,0
159,189,394,433,461,457,511,554,0
159,179,394,434,461,457,510,554,0
159,182,394,434,461,457,510,554,0
159,188,394,434,461,457,511,554,0
159,182,394,434,462,457,510,554,0
159,181,394,433,461,457,510,554,0
159,186,394,434,462,457,510,554,0
158,184,393,434,461,456,510,554,0
158,189,393,433,461,457,510,554,0
159,178,393,434,461,456,510,554,0
158,181,394,433,461,457,510,554,0
158,189,393,433,461,457,510,554,0
158,180,394,434,461,456,510,554,0
159,181,393,433,461,457,510,554,0
158,187,393,433,461,457,510,553,0
158,182,393,434,461,456,510,553,0
158,181,393,434,461,456,510,554,0
159,184,393,434,461,457,510,554,0
159,182,393,433,461,457,510,554,0
159,188,393,433,461,457,510,553,0
158,178,393,433,461,456,510,553,0
158,181,393,433,461,456,509,553,0
158,188,394,434,461,456,510,554,0
158,181,393,433,461,456,509,553,0
158,180,393,433,461,457,510,553,0
158,185,394,434,461,456,510,553,0
159,183,394,433,461,456,509,553,0
158,180,393,434,460,456,509,553,0
158,179,393,433,460,456,510,553,0
158,180,393,433,460,457,510,554,0
158,188,393,433,460,457,510,553,0
158,179,393,434,460,456,510,553,0
157,180,393,433,461,456,509,553,0
157,186,393,433,460,457,509,553,0
158,182,393,433,460,456,509,553,0
158,180,393,434,460,456,509,553,0
158,183,393,433,460,456,509,553,0
157,184,393,433,460,457,509,553,0
157,188,393,433,460,456,509,553,0
157,178,393,433,460,457,509,553,0
157,180,392,433,460,456,509,553,0
158,187,393,433,460,457,509,553,0
157,180,393,434,460,456,509,553,0
157,180,393,433,460,457,509,553,0
157,184,393,433,460,456,509,553,0
157,182,393,433,461,456,509,553,0
157,180,393,433,460,456,509,554,0
157,182,393,433,460,456,509,553,0
157,181,393,433,460,456,509,553,0
157,187,393,433,460,456,509,553,0
157,179,392,433,460,456,509,553,0
156,180,393,433,460,456,509,552,0
157,185,392,433,460,456,509,553,0
157,182,393,434,460,456,509,553,0
157,179,393,433,460,456,509,552,0
157,182,392,433,460,456,509,553,0
157,184,393,433,460,456,509,553,0
157,179,393,433,460,456,509,553,0
157,180,392,433,460,456,509,553,0
157,180,392,433,459,456,509,552,0
156,185,393,433,460,456,508,553,0
156,180,392,433,460,456,508,552,0
156,179,392,433,459,456,508,552,0
156,183,393,433,459,456,508,553,0
156,183,393,433,459,456,508,553,0
156,179,393,432,460,456,508,552,0
156,180,392,433,459,456,508,552,0
156,184,393,433,459,456,508,552,0
156,187,392,433,459,456,508,552,0
156,179,392,433,459,456,508,552,0
156,179,392,433,459,456,508,553,0
156,184,392,433,459,456,508,552,0
156,181,392,433,459,456,508,552,0
156,179,392,433,459,456,508,552,0
156,181,392,432,460,456,508,552,0
156,183,392,432,460,456,508,552,0
156,178,392,433,459,456,507,552,0
156,179,392,432,459,456,508,552,0
156,181,392,432,459,456,508,552,0
156,185,392,432,459,456,508,551,0
155,179,392,433,459,456,507,552,0
156,179,391,433,459,456,507,552,0
156,182,392,432,459,456,508,552,0
156,182,392,433,459,456,508,552,0
156,178,392,432,459,456,508,552,0
155,180,392,432,459,456,507,551,0
156,183,392,432,459,456,508,552,0
155,178,392,432,459,456,507,551,0
155,180,391,432,459,456,508,551,0
155,178,391,432,459,455,507,552,0
155,183,392,432,458,456,507,551,0
155,180,392,432,458,455,507,552,0
155,179,391,432,459,456,507,551,0
156,181,391,432,459,456,508,552,0
156,182,392,432,459,456,507,552,0
155,178,392,432,459,456,507,551,0
156,179,392,432,459,456,507,552,0
155,183,392,432,459,456,507,551,0
155,186,391,432,459,455,507,552,0
155,178,392,432,459,455,507,551,0
155,178,391,432,459,456,507,551,0
155,183,391,431,458,455,507,552,0
155,181,391,432,458,456,507,551,0
155,178,391,431,458,455,507,551,0
155,180,391,432,458,456,507,551,0
155,182,392,432,458,456,507,551,0
155,177,391,432,458,456,507,551,0
155,178,391,431,458,456,507,551,0
155,180,391,432,458,456,507,551,0
154,184,392,431,458,455,507,551,0
154,178,391,431,458,456,507,551,0
154,177,392,431,458,456,506,551,0
155,182,391,431,458,455,507,551,0
155,180,391,431,458,455,506,551,0
154,177,391,431,458,455,506,551,0
154,180,391,431,458,456,506,551,0
154,182,391,431,458,455,506,551,0
155,176,391,431,458,456,507,551,0
154,178,391,431,458,455,506,551,0
154,178,391,431,458,455,507,551,0
154,183,391,431,458,456,506,551,0
154,178,391,431,458,455,506,551,0
154,177,391,431,458,455,506,551,0
154,181,391,430,458,456,506,551,0
154,180,391,430,458,455,506,551,0
154,177,391,431,458,455,506,551,0
154,179,391,431,458,455,506,551,0
154,182,391,431,457,455,506,550,0
154,185,391,430,457,455,506,551,0
153,176,391,430,458,455,506,551,0
154,177,391,430,458,455,506,550,0
154,183,391,430,457,455,506,550,0
154,178,390,430,457,455,506,550,0
154,177,391,430,458,455,505,551,0
154,180,391,430,457,456,506,551,0
153,180,391,430,458,455,505,550,0
153,177,391,430,457,455,506,551,0
153,178,390,430,457,455,505,550,0
153,179,391,430,457,455,505,550,0
153,184,391,430,457,455,506,551,0
154,176,391,430,458,455,505,550,0
154,177,390,430,458,455,506,551,0
153,182,391,430,457,455,506,551,0
153,178,391,430,458,456,505,550,0
153,176,390,430,457,455,506,551,0
153,180,391,430,458,456,505,551,0
153,180,390,430,457,455,506,550,0
153,177,391,430,458,455,505,550,0
153,176,390,430,457,455,505,550,0
153,177,391,430,457,455,505,550,0
153,183,390,430,457,455,505,550,0
153,175,391,430,457,455,505,550,0
153,176,391,430,457,455,505,551,0
153,182,390,429,457,455,505,550,0
153,177,391,429,457,455,505,550,0
153,176,390,430,457,455,505,550,0
152,180,390,429,457,455,505,550,0
153,179,390,429,457,455,505,550,0
152,184,390,429,457,455,505,550,0
153,173,391,430,457,455,505,550,0
153,176,390,430,457,455,505,550,0
153,183,390,430,457,455,505,550,0
152,175,390,430,457,455,505,550,0
152,176,390,429,457,455,505,550,0
152,182,390,430,457,455,505,550,0
152,177,390,429,457,455,505,550,0
152,176,390,430,456,454,504,550,0
152,180,390,430,456,455,505,549,0
152,177,390,429,456,455,504,550,0
152,183,390,430,456,455,505,550,0
152,173,390,430,456,455,505,550,0
152,176,390,429,456,454,505,550,0
152,183,390,430,457,454,504,550,0
152,174,390,429,457,455,504,550,0
152,176,390,429,457,455,504,549,0
152,182,390,429,456,455,505,550,0
152,176,390,429,456,454,505,549,0
152,176,390,429,456,454,504,549,0
151,175,390,429,456,454,504,549,0
152,175,389,429,456,454,504,549,0
152,182,389,429,456,455,504,549,0
152,172,390,429,456,454,504,549,0
152,175,390,429,456,455,504,549,0
151,183,390,429,456,454,504,549,0
152,174,390,429,456,455,504,549,0
152,175,390,429,456,454,504,550,0
151,181,390,429,456,455,504,549,0
151,176,390,429,456,455,504,549,0
151,182,389,429,456,454,504,549,0
152,173,389,428,456,455,504,549,0
151,175,390,429,456,455,504,549,0
151,182,390,429,456,455,504,549,0
152,172,389,429,456,455,504,549,0
151,175,390,428,456,455,504,549,0
152,183,390,428,456,454,504,549,0
152,172,389,429,456,455,504,549,0
151,175,389,429,456,454,503,549,0
151,182,389,428,456,454,504,549,0
151,176,389,429,456,454,503,549,0
151,181,390,429,456,454,503,549,0
151,173,389,428,456,454,504,549,0
151,175,389,428,455,454,504,549,0
151,182,389,429,456,454,503,549,0
151,172,390,428,456,454,504,549,0
151,174,390,428,455,454,504,549,0
151,182,389,428,455,455,504,548,0
151,172,389,428,455,454,503,548,0
151,174,389,428,455,454,503,549,0
151,176,389,428,455,454,503,548,0
151,174,389,428,455,455,504,548,0
151,180,389,428,456,454,503,548,0
151,173,389,428,455,454,503,548,0
151,174,389,428,455,454,503,548,0
151,181,389,428,456,454,503,549,0
150,172,389,428,455,454,503,549,0
151,174,389,427,455,454,503,548,0
150,182,389,427,455,455,503,549,0
150,171,389,428,455,454,503,549,0
150,180,389,427,456,454,503,548,0
150,173,389,427,455,454,503,548,0
151,174,389,427,455,455,503,549,0
150,179,389,427,455,454,503,548,0
150,172,389,427,455,455,503,548,0
151,174,389,427,455,454,503,549,0
150,180,389,427,455,454,503,549,0
150,172,389,427,455,454,502,548,0
150,174,389,427,455,454,503,549,0
151,181,389,427,455,454,503,548,0
150,177,389,427,455,454,503,549,0
150,178,389,427,455,454,502,548,0
149,173,388,427,455,454,502,548,0
150,174,389,427,455,454,503,548,0
150,179,389,427,455,454,503,548,0
150,172,389,427,455,454,502,548,0
150,173,389,426,455,454,502,548,0
150,180,389,426,454,454,502,548,0
150,172,389,426,455,454,503,548,0
150,173,389,426,455,454,503,548,0
150,176,389,426,455,454,502,548,0
149,177,388,426,454,454,502,548,0
150,177,389,426,455,454,502,548,0
149,173,389,426,455,454,502,548,0
150,174,388,426,455,454,502,548,0
150,179,389,426,454,454,502,548,0
149,172,388,426,454,454,502,547,0
149,173,388,426,454,454,502,547,0
149,179,388,426,455,454,502,548,0
149,171,388,426,454,454,502,548,0
149,177,389,426,455,454,502,548,0
149,173,388,426,454,454,502,548,0
149,177,389,426,454,454,502,548,0
150,177,388,426,454,454,502,548,0
149,173,389,426,454,454,502,547,0
149,174,389,426,454,454,502,547,0
149,178,388,426,454,454,501,548,0
149,172,388,425,454,454,502,547,0
149,173,388,426,455,454,502,548,0
149,179,388,426,454,454,501,547,0
149,180,388,426,454,454,502,548,0
149,175,388,425,454,453,502,548,0
149,173,388,426,454,454,501,547,0
149,176,388,426,454,454,502,547,0
149,176,388,425,454,454,502,547,0
149,172,388,425,454,454,501,547,0
149,174,388,425,454,454,501,547,0
148,178,388,425,454,454,501,547,0
149,171,388,425,454,454,501,547,0
149,172,388,425,454,454,502,548,0
142,253,387,431,442,460,487,553,0
142,253,387,431,442,461,487,554,0
141,253,388,432,443,461,488,554,0
142,254,388,432,443,461,488,554,0
142,254,388,432,443,461,488,555,0
142,254,388,432,443,462,489,555,0
142,254,389,432,443,461,489,555,0
142,254,388,432,443,462,488,555,0
142,254,388,432,444,462,489,555,0
142,254,388,432,443,462,489,555,0
141,254,388,432,443,462,488,555,0
142,254,388,432,443,462,488,555,0
142,254,388,432,444,462,488,555,0
142,254,388,432,443,462,488,555,0
141,254,388,432,443,462,488,555,0
142,254,388,432,444,462,488,555,0
141,254,388,432,444,462,488,555,0
142,254,388,432,443,462,488,555,0
141,254,388,432,443,462,488,555,0
141,254,388,432,443,462,488,555,0
141,254,388,432,443,461,488,554,0
141,254,388,432,443,461,488,554,0
141,254,388,432,443,461,488,554,0
141,253,388,432,443,462,488,555,0
141,253,388,431,443,461,488,554,0
141,253,387,432,443,461,488,554,0
141,253,388,431,443,462,488,555,0
141,254,388,431,443,462,488,554,0
141,253,388,432,443,461,487,554,0
141,253,388,432,443,462,488,555,0
141,253,388,431,443,462,487,554,0
141,253,388,431,443,462,488,554,0
141,253,388,432,442,461,487,554,0
141,254,388,431,443,462,488,554,0
